Date,Impressions,CTR,Clicks,CPC,Cost,ROI,Revenue,Device,Market
2023-08-04,6070516,0.333,2021481,0.379,766141.299,1.271,973765.591,Desktop,CN
2023-08-04,1670500,0.445,743372,1.714,1274139.608,1.503,1915031.831,Mobile,MY
2023-08-04,282225,0.06,16933,1.388,23503.004,1.493,35089.985,Desktop,RU
2023-08-04,4675885,0.08,374070,0.274,102495.18,1.365,139905.921,Mobile,KR
2023-08-05,7766262,0.011,85428,1.112,94995.936,1.328,126154.603,Desktop,BR
2023-08-05,3089943,0.647,1999193,0.187,373849.091,0.891,333099.54,Mobile,VN
2023-08-05,1680181,0.821,1379428,1.042,1437363.976,1.133,1628533.385,Mobile,AR
2023-08-05,2709286,0.499,1351933,1.654,2236097.182,1.196,2674372.23,Desktop,JP
2023-08-05,4467682,0.934,4172814,1.212,5057450.568,1.321,6680892.2,Mobile,NL
2023-08-05,2577208,0.794,2046303,1.82,3724271.46,0.916,3411432.657,Mobile,MY
2023-08-05,9441418,0.141,1331239,2.315,3081818.285,0.788,2428472.809,Desktop,CN
2023-08-05,3747638,0.474,1776380,2.189,3888495.82,1.399,5440005.652,Mobile,SE
2023-08-05,8496550,0.538,4571143,0.545,2491272.935,1.086,2705522.407,Desktop,PH
2023-08-05,8506902,0.455,3870640,1.939,7505170.96,1.185,8893627.588,Desktop,SG
2023-08-05,5159714,0.687,3544723,1.978,7011462.094,1.138,7979043.863,Mobile,MY
2023-08-05,4339666,0.871,3779849,1.119,4229651.031,1.269,5367427.158,Mobile,SA
2023-08-05,6663303,0.906,6036952,1.847,11150250.344,1.405,15666101.733,Desktop,PT
2023-08-05,6646748,0.097,644734,1.816,1170836.944,0.817,956573.783,Desktop,TH
2023-08-06,6951941,0.39,2711256,1.794,4863993.264,1.111,5403896.516,Desktop,RU
2023-08-06,7236067,0.388,2807593,0.442,1240956.106,1.414,1754711.934,Desktop,AR
2023-08-06,372537,0.619,230600,0.503,115991.8,1.35,156588.93,Desktop,ZA
2023-08-06,518444,0.378,195971,1.611,315709.281,1.508,476089.596,Desktop,JP
2023-08-06,3805899,0.267,1016175,1.991,2023204.425,0.824,1667120.446,Mobile,SG
2023-08-06,9292505,0.118,1096515,1.757,1926576.855,0.846,1629884.019,Mobile,DK
2023-08-06,9284641,0.38,3528163,1.661,5860278.743,1.14,6680717.767,Desktop,RU
2023-08-06,7470331,0.88,6573891,0.621,4082386.311,1.202,4907028.346,Mobile,PL
2023-08-06,1190963,0.525,625255,0.777,485823.135,0.981,476592.495,Desktop,GR
2023-08-06,1541810,0.74,1140939,1.668,1903086.252,1.213,2308443.624,Desktop,NL
2023-08-06,7585213,0.943,7152855,0.822,5879646.81,0.848,4985940.495,Desktop,NZ
2023-08-06,1455043,0.083,120768,0.762,92025.216,1.487,136841.496,Mobile,CN
2023-08-06,6031757,0.233,1405399,2.22,3119985.78,1.353,4221340.76,Desktop,NL
2023-08-06,4012376,0.471,1889829,1.13,2135506.77,0.852,1819451.768,Mobile,CN
2023-08-07,9434237,0.437,4122761,1.295,5338975.495,0.818,4367281.955,Mobile,KR
2023-08-07,4520598,0.453,2047830,0.918,1879907.94,1.535,2885658.688,Desktop,CN
2023-08-07,6281084,0.582,3655590,1.288,4708399.92,1.443,6794221.085,Mobile,TH
2023-08-07,6594850,0.089,586941,0.234,137344.194,1.517,208351.142,Desktop,PT
2023-08-07,171793,0.778,133654,1.136,151830.944,1.334,202542.479,Desktop,PT
2023-08-07,9966329,0.572,5700740,0.811,4623300.14,1.357,6273818.29,Mobile,CA
2023-08-07,4773964,0.898,4287019,1.919,8226789.461,0.995,8185655.514,Desktop,ES
2023-08-07,2174989,0.679,1476817,1.226,1810577.642,1.459,2641632.78,Desktop,IT
2023-08-07,2936592,0.692,2032121,1.973,4009374.733,1.119,4486490.326,Desktop,IT
2023-08-07,3087115,0.385,1188539,2.109,2506628.751,1.033,2589347.5,Mobile,US
2023-08-07,7279942,0.443,3225014,1.795,5788900.13,1.346,7791859.575,Mobile,KR
2023-08-07,6763989,0.029,196155,0.582,114162.21,1.322,150922.442,Desktop,AE
2023-08-07,5020078,0.951,4774094,0.155,739984.57,1.073,794003.444,Desktop,IT
2023-08-08,7827988,0.886,6935597,0.28,1941967.16,0.911,1769132.083,Desktop,AR
2023-08-08,674248,0.029,19553,0.773,15114.469,1.007,15220.27,Mobile,TR
2023-08-08,4529268,0.575,2604329,0.865,2252744.585,0.907,2043239.339,Desktop,FR
2023-08-08,4222972,0.979,4134289,0.16,661486.24,0.995,658178.809,Mobile,DK
2023-08-08,8831406,0.333,2940858,1.075,3161422.35,1.427,4511349.693,Desktop,ZA
2023-08-08,4744353,0.047,222984,2.068,461130.912,1.173,540906.56,Desktop,ID
2023-08-08,1776587,0.823,1462131,1.484,2169802.404,1.18,2560366.837,Mobile,IL
2023-08-08,730909,0.265,193690,2.058,398614.02,1.518,605096.082,Mobile,FI
2023-08-08,1220810,0.838,1023038,0.185,189262.03,0.855,161819.036,Desktop,FI
2023-08-08,1813806,0.114,206773,0.982,203051.086,1.046,212391.436,Desktop,NL
2023-08-08,7439419,0.673,5006728,1.186,5937979.408,1.316,7814380.901,Desktop,US
2023-08-08,237406,0.164,38934,0.531,20673.954,1.511,31238.344,Mobile,IL
2023-08-08,6140833,0.279,1713292,2.076,3556794.192,0.913,3247353.097,Mobile,UK
2023-08-08,8334563,0.036,300044,1.168,350451.392,0.783,274403.44,Mobile,TR
2023-08-09,998033,0.296,295417,0.662,195566.054,0.901,176205.015,Desktop,EG
2023-08-09,944737,0.069,65186,1.295,84415.87,1.282,108221.145,Mobile,US
2023-08-09,6088592,0.464,2825106,2.244,6339537.864,1.277,8095589.852,Mobile,US
2023-08-09,1680466,0.006,10082,0.484,4879.688,1.354,6607.098,Desktop,EG
2023-08-09,9369867,0.46,4310138,1.515,6529859.07,0.832,5432842.746,Mobile,US
2023-08-09,9044414,0.241,2179703,1.359,2962216.377,1.434,4247818.285,Mobile,PT
2023-08-09,6274776,0.078,489432,1.978,968096.496,1.535,1486028.121,Desktop,VN
2023-08-09,3576669,0.509,1820524,2.033,3701125.292,1.372,5077943.901,Desktop,MY
2023-08-09,492414,0.448,220601,1.277,281707.477,0.869,244803.798,Mobile,FI
2023-08-09,8128422,0.017,138183,2.286,315886.338,1.268,400543.877,Desktop,AR
2023-08-09,1286461,0.157,201974,1.988,401524.312,1.486,596665.128,Desktop,CN
2023-08-09,7830610,0.325,2544948,0.401,1020524.148,1.02,1040934.631,Desktop,CH
2023-08-09,558656,0.165,92178,2.338,215512.164,1.544,332750.781,Desktop,IT
2023-08-09,3785620,0.551,2085876,1.189,2480106.564,0.832,2063448.661,Mobile,FR
2023-08-10,5078316,0.456,2315712,1.953,4522585.536,1.21,5472328.499,Desktop,BR
2023-08-10,6413220,0.912,5848856,0.451,2637834.056,1.424,3756275.696,Desktop,CH
2023-08-10,8619832,0.589,5077081,1.524,7737471.444,1.078,8340994.217,Mobile,DE
2023-08-10,7869423,0.991,7798598,1.112,8672040.976,1.078,9348460.172,Mobile,SA
2023-08-10,869342,0.153,133009,0.272,36178.448,0.754,27278.55,Desktop,CA
2023-08-10,9109946,0.243,2213716,2.056,4551400.096,1.35,6144390.13,Mobile,MY
2023-08-10,6122767,0.614,3759378,0.276,1037588.328,1.31,1359240.71,Mobile,PH
2023-08-10,3106195,0.066,205008,0.23,47151.84,1.221,57572.397,Mobile,JP
2023-08-10,510697,0.069,35238,0.219,7717.122,0.753,5810.993,Desktop,SA
2023-08-10,4115912,0.282,1160687,2.206,2560475.522,0.979,2506705.536,Mobile,AU
2023-08-10,8308081,0.046,382171,0.507,193760.697,0.781,151327.104,Desktop,AT
2023-08-10,3987178,0.731,2914627,1.324,3858966.148,1.262,4870015.279,Mobile,RU
2023-08-10,1706544,0.508,866924,1.043,904201.732,1.257,1136581.577,Mobile,EG
2023-08-11,5920121,0.254,1503710,0.745,1120263.95,0.772,864843.769,Mobile,EG
2023-08-11,6525364,0.708,4619957,1.725,7969425.825,0.937,7467351.998,Mobile,DE
2023-08-11,1000602,0.185,185111,0.641,118656.151,1.305,154846.277,Desktop,SA
2023-08-11,7973274,0.867,6912828,1.51,10438370.28,1.001,10448808.65,Desktop,CA
2023-08-11,3543028,0.87,3082434,2.14,6596408.76,1.091,7196681.957,Mobile,MY
2023-08-11,2669528,0.612,1633751,1.067,1743212.317,1.259,2194704.307,Desktop,PL
2023-08-11,6906043,0.866,5980633,1.144,6841844.152,1.488,10180664.098,Mobile,CN
2023-08-11,3331157,0.289,962704,1.653,1591349.712,1.324,2106947.019,Mobile,TH
2023-08-11,8119992,0.211,1713318,1.884,3227891.112,0.928,2995482.952,Desktop,AT
2023-08-11,2384585,0.428,1020602,1.488,1518655.776,1.223,1857316.014,Desktop,KR
2023-08-11,6038499,0.322,1944396,0.22,427767.12,1.245,532570.064,Desktop,CN
2023-08-11,3153836,0.872,2750144,1.923,5288526.912,1.338,7076049.008,Desktop,TH
2023-08-11,7479979,0.799,5976503,1.268,7578205.804,1.11,8411808.442,Mobile,EG
2023-08-11,790157,0.913,721413,1.284,926294.292,0.906,839222.629,Mobile,TH
2023-08-12,333048,0.834,277762,1.147,318593.014,1.226,390595.035,Mobile,PH
2023-08-12,3709583,0.576,2136719,0.292,623921.948,1.443,900319.371,Desktop,IN
2023-08-12,6158009,0.961,5917846,1.065,6302505.99,1.167,7355024.49,Desktop,ID
2023-08-12,1954176,0.468,914554,1.504,1375489.216,1.037,1426382.317,Desktop,TR
2023-08-12,8260689,0.273,2255168,0.561,1265149.248,1.118,1414436.859,Mobile,KR
2023-08-12,6488931,0.816,5294967,0.246,1302561.882,1.106,1440633.441,Desktop,BR
2023-08-12,616095,0.599,369040,1.641,605594.64,0.878,531712.094,Mobile,MY
2023-08-12,3116783,0.057,177656,1.24,220293.44,1.337,294532.329,Mobile,DE
2023-08-12,9684794,0.351,3399362,0.473,1607898.226,0.784,1260592.209,Desktop,US
2023-08-12,5396362,0.574,3097511,1.417,4389173.087,0.856,3757132.162,Mobile,FR
2023-08-12,695896,0.525,365345,2.139,781472.955,1.438,1123758.109,Desktop,VN
2023-08-12,2502851,0.097,242776,2.055,498904.68,1.136,566755.716,Desktop,AR
2023-08-12,5706890,0.664,3789374,1.652,6260045.848,1.418,8876745.012,Mobile,ES
2023-08-12,454336,0.406,184460,1.593,293844.78,0.762,223909.722,Desktop,NZ
2023-08-13,5542585,0.923,5115805,2.251,11515677.055,0.963,11089597.004,Mobile,CA
2023-08-13,2135351,0.748,1597242,1.011,1614811.662,1.519,2452898.915,Desktop,CN
2023-08-13,9255318,0.179,1656701,0.216,357847.416,1.217,435500.305,Mobile,TR
2023-08-13,7949028,0.522,4149392,1.004,4165989.568,1.063,4428446.911,Desktop,CH
2023-08-13,3836879,0.005,19184,0.306,5870.304,1.356,7960.132,Desktop,BE
2023-08-13,526651,0.074,38972,0.862,33593.864,1.284,43134.521,Mobile,IL
2023-08-13,8924818,0.592,5283492,0.596,3148961.232,1.129,3555177.231,Desktop,FR
2023-08-13,3501737,0.451,1579283,0.895,1413458.285,1.328,1877072.602,Desktop,US
2023-08-13,4167701,0.81,3375837,1.334,4503366.558,1.161,5228408.574,Mobile,AT
2023-08-13,6351237,0.049,311210,1.628,506649.88,1.237,626725.902,Desktop,FI
2023-08-13,3166541,0.453,1434443,1.221,1751454.903,0.956,1674390.887,Desktop,MX
2023-08-13,349005,0.798,278505,0.13,36205.65,0.803,29073.137,Desktop,PH
2023-08-13,4129108,0.303,1251119,2.222,2779986.418,1.182,3285943.946,Desktop,ES
2023-08-14,9601271,0.373,3581274,1.989,7123153.986,0.95,6766996.287,Desktop,TR
2023-08-14,3774364,0.74,2793029,0.347,969181.063,1.026,994379.771,Desktop,FR
2023-08-14,943608,0.437,412356,0.909,374831.604,0.897,336223.949,Desktop,SG
2023-08-14,6878596,0.043,295779,0.323,95536.617,1.313,125439.578,Desktop,FR
2023-08-14,7024508,0.46,3231273,2.109,6814754.757,0.764,5206472.634,Mobile,GR
2023-08-14,4847718,0.605,2932869,1.98,5807080.62,0.85,4936018.527,Desktop,MY
2023-08-14,9042519,0.848,7668056,1.428,10949983.968,0.987,10807634.176,Desktop,BR
2023-08-14,7152239,0.605,4327104,0.142,614448.768,0.869,533955.979,Mobile,BE
2023-08-14,6037024,0.749,4521730,1.053,4761381.69,1.172,5580339.341,Desktop,IL
2023-08-14,8364450,0.898,7511276,0.137,1029044.812,1.106,1138123.562,Mobile,NO
2023-08-14,4171210,0.661,2757169,0.325,896079.925,1.142,1023323.274,Desktop,PT
2023-08-14,2312437,0.485,1121531,1.906,2137638.086,0.761,1626742.583,Mobile,NL
2023-08-14,6003001,0.078,468234,1.755,821750.67,0.88,723140.59,Mobile,SG
2023-08-14,3273771,0.679,2222890,0.898,1996155.22,0.844,1684755.006,Mobile,PL
2023-08-15,4123649,0.424,1748427,1.254,2192527.458,1.108,2429320.423,Desktop,ES
2023-08-15,6704491,0.918,6154722,0.503,3095825.166,0.999,3092729.341,Mobile,DK
2023-08-15,697087,0.597,416160,2.194,913055.04,1.029,939533.636,Desktop,AE
2023-08-15,3034342,0.183,555284,0.136,75518.624,1.1,83070.486,Mobile,ZA
2023-08-15,5880375,0.472,2775537,1.837,5098661.469,1.276,6505892.034,Mobile,ES
2023-08-15,7959208,0.803,6391244,0.505,3227578.22,1.104,3563246.355,Desktop,TH
2023-08-15,8164660,0.981,8009531,1.725,13816440.975,1.387,19163403.632,Mobile,IN
2023-08-15,6488583,0.913,5924076,0.281,1664665.356,1.536,2556925.987,Desktop,VN
2023-08-15,3293710,0.099,326077,0.108,35216.316,0.916,32258.145,Mobile,NZ
2023-08-15,6738184,0.197,1327422,0.108,143361.576,1.062,152249.994,Desktop,IN
2023-08-15,233475,0.46,107398,1.721,184831.958,0.764,141211.616,Mobile,DE
2023-08-15,1532471,0.695,1065067,0.376,400465.192,0.769,307957.733,Desktop,EG
2023-08-15,5083670,0.146,742215,0.527,391147.305,0.874,341862.745,Desktop,PH
2023-08-15,5454768,0.066,360014,2.121,763589.694,0.789,602472.269,Mobile,SG
2023-08-16,5028949,0.552,2775979,1.949,5410383.071,1.091,5902727.93,Mobile,PT
2023-08-16,9250988,0.836,7733825,1.909,14763871.925,1.464,21614308.498,Desktop,SG
2023-08-16,6385095,0.558,3562883,0.611,2176921.513,0.883,1922221.696,Mobile,PL
2023-08-16,2245192,0.752,1688384,0.504,850945.536,1.442,1227063.463,Desktop,TR
2023-08-16,9432536,0.289,2726002,0.419,1142194.838,1.484,1695017.14,Desktop,SA
2023-08-16,9374375,0.58,5437137,0.482,2620700.034,1.319,3456703.345,Mobile,MY
2023-08-16,357997,0.019,6801,0.785,5338.785,0.862,4602.033,Desktop,VN
2023-08-16,5743794,0.272,1562311,1.925,3007448.675,1.052,3163836.006,Mobile,SE
2023-08-16,2947398,0.653,1924650,1.262,2428908.3,1.402,3405329.437,Desktop,MX
2023-08-16,8810620,0.56,4933947,0.512,2526180.864,1.45,3662962.253,Desktop,BR
2023-08-16,4788455,0.326,1561036,1.181,1843583.516,1.158,2134869.712,Desktop,MY
2023-08-16,1422819,0.559,795355,2.05,1630477.75,1.116,1819613.169,Mobile,DK
2023-08-16,1448665,0.946,1370437,1.141,1563668.617,1.28,2001495.83,Desktop,EG
2023-08-17,4904825,0.375,1839309,1.891,3478133.319,1.462,5085030.912,Desktop,AT
2023-08-17,5831981,0.531,3096781,1.834,5679496.354,1.296,7360627.275,Desktop,AU
2023-08-17,8222070,0.686,5640340,1.43,8065686.2,0.799,6444483.274,Desktop,ID
2023-08-17,5317449,0.955,5078163,0.77,3910185.51,1.116,4363767.029,Mobile,ZA
2023-08-17,6920462,0.741,5128062,0.737,3779381.694,1.478,5585926.144,Mobile,NZ
2023-08-17,2117590,0.289,611983,1.856,1135840.448,1.237,1405034.634,Desktop,AU
2023-08-17,3677474,0.426,1566603,0.432,676772.496,0.93,629398.421,Desktop,TR
2023-08-17,6499130,0.69,4484399,2.064,9255799.536,1.485,13744862.311,Desktop,MY
2023-08-17,4623259,0.763,3527546,1.175,4144866.55,1.366,5661887.707,Mobile,DE
2023-08-17,5137454,0.03,154123,0.664,102337.672,1.139,116562.608,Desktop,AT
2023-08-17,7976289,0.307,2448720,1.494,3658387.68,0.835,3054753.713,Mobile,RU
2023-08-17,3011127,0.703,2116822,1.283,2715882.626,0.82,2227023.753,Mobile,NZ
2023-08-17,6210466,0.987,6129729,0.327,2004421.383,1.183,2371230.496,Mobile,NL
2023-08-17,8311496,0.35,2909023,0.365,1061793.395,1.044,1108512.304,Desktop,SE
2023-08-18,284394,0.239,67970,0.363,24673.11,1.38,34048.892,Mobile,ZA
2023-08-18,5338900,0.66,3523674,1.394,4912001.556,0.986,4843233.534,Mobile,EG
2023-08-18,6780598,0.211,1430706,0.689,985756.434,0.815,803391.494,Desktop,MX
2023-08-18,1950157,0.758,1478219,0.498,736153.062,1.318,970249.736,Mobile,JP
2023-08-18,4239417,0.194,822446,1.558,1281370.868,1.099,1408226.584,Mobile,DK
2023-08-18,5637335,0.24,1352960,0.156,211061.76,1.006,212328.131,Mobile,SG
2023-08-18,4617882,0.425,1962599,2.086,4093981.514,0.985,4032571.791,Desktop,IN
2023-08-18,9031045,0.667,6023707,0.833,5017747.931,1.145,5745321.381,Mobile,IT
2023-08-18,1973458,0.819,1616262,1.806,2918969.172,0.754,2200902.756,Desktop,CN
2023-08-18,20848,0.38,7922,1.544,12231.568,1.069,13075.546,Mobile,KR
2023-08-18,9841252,0.912,8975221,0.387,3473410.527,0.958,3327527.285,Desktop,IN
2023-08-18,475767,0.184,87541,0.212,18558.692,1.094,20303.209,Desktop,CA
2023-08-18,9532582,0.331,3155284,2.143,6761773.612,1.236,8357552.184,Mobile,MY
2023-08-18,1576426,0.818,1289516,2.104,2713141.664,1.142,3098407.78,Desktop,KR
2023-08-19,2403913,0.885,2127463,1.847,3929424.161,1.497,5882347.969,Desktop,EG
2023-08-19,2595191,0.54,1401403,1.322,1852654.766,1.435,2658559.589,Mobile,NO
2023-08-19,2331241,0.015,34968,0.552,19302.336,1.001,19321.638,Desktop,VN
2023-08-19,2332228,0.487,1135795,1.101,1250510.295,0.808,1010412.318,Mobile,CH
2023-08-19,470009,0.894,420188,1.383,581120.004,1.117,649111.044,Desktop,FI
2023-08-19,8947119,0.624,5583002,0.803,4483150.606,0.779,3492374.322,Mobile,TR
2023-08-19,1978592,0.739,1462179,1.196,1748766.084,0.787,1376278.908,Desktop,PH
2023-08-19,299138,0.11,32905,1.537,50574.985,1.545,78138.352,Mobile,CA
2023-08-19,4577666,0.835,3822351,1.07,4089915.57,1.226,5014236.489,Desktop,PH
2023-08-19,1719736,0.769,1322476,0.553,731329.228,0.947,692568.779,Mobile,BR
2023-08-19,2823525,0.708,1999055,1.203,2404863.165,1.275,3066200.535,Mobile,BR
2023-08-19,5865454,0.232,1360785,0.825,1122647.625,1.094,1228176.502,Desktop,AU
2023-08-19,1799791,0.531,955689,0.595,568634.955,0.979,556693.621,Mobile,ID
2023-08-19,3082709,0.907,2796017,1.655,4627408.135,1.262,5839789.066,Mobile,UK
2023-08-20,1167212,0.124,144734,1.473,213193.182,1.143,243679.807,Mobile,IL
2023-08-20,3227561,0.92,2969356,1.225,3637461.1,0.85,3091841.935,Desktop,TH
2023-08-20,2399283,0.37,887734,0.977,867316.118,1.43,1240262.049,Mobile,CA
2023-08-20,3005524,0.338,1015867,0.929,943740.443,1.132,1068314.181,Mobile,PT
2023-08-20,346918,0.267,92627,1.116,103371.732,1.187,122702.246,Desktop,PL
2023-08-20,2065694,0.62,1280730,1.45,1857058.5,0.937,1740063.814,Mobile,AE
2023-08-20,2981020,0.487,1451756,1.048,1521440.288,1.341,2040251.426,Desktop,MX
2023-08-20,9208721,0.764,7035462,1.156,8132994.072,1.504,12232023.084,Mobile,US
2023-08-20,5360411,0.698,3741566,0.421,1575199.286,1.141,1797302.385,Mobile,RU
2023-08-20,411894,0.453,186587,1.39,259355.93,0.854,221489.964,Mobile,ID
2023-08-20,5253455,0.557,2926174,0.678,1983945.972,0.926,1837133.97,Mobile,IN
2023-08-20,4300893,0.278,1195648,1.45,1733689.6,1.243,2154976.173,Mobile,ZA
2023-08-20,5482590,0.548,3004459,0.156,468695.604,1.086,509003.426,Desktop,VN
2023-08-21,6188476,0.321,1986500,1.167,2318245.5,1.125,2608026.188,Desktop,DK
2023-08-21,8452659,0.126,1065035,1.758,1872331.53,1.449,2713008.387,Mobile,NL
2023-08-21,4186704,0.659,2759037,0.628,1732675.236,1.001,1734407.911,Mobile,CH
2023-08-21,6901550,0.08,552124,1.189,656475.436,0.916,601331.499,Mobile,MX
2023-08-21,7468464,0.206,1538503,0.169,260007.007,1.434,372850.048,Desktop,SG
2023-08-21,3684851,0.477,1757673,1.02,1792826.46,1.208,2165734.364,Mobile,MX
2023-08-21,9912112,0.121,1199365,0.127,152319.355,1.174,178822.923,Desktop,TH
2023-08-21,5205001,0.013,67665,0.465,31464.225,0.983,30929.333,Desktop,RU
2023-08-21,5899937,0.942,5557740,1.663,9242521.62,1.007,9307219.271,Mobile,ID
2023-08-21,7673497,0.145,1112657,2.004,2229764.628,0.907,2022396.518,Desktop,SA
2023-08-21,640994,0.399,255756,0.883,225832.548,1.074,242544.157,Mobile,VN
2023-08-21,7269670,0.486,3533059,1.134,4006488.906,1.17,4687592.02,Desktop,UK
2023-08-21,3358141,0.736,2471591,1.643,4060824.013,0.975,3959303.413,Mobile,MY
2023-08-21,4146047,0.592,2454459,1.695,4160308.005,0.969,4031338.457,Mobile,SA
2023-08-22,5667494,0.293,1660575,0.783,1300230.225,0.771,1002477.503,Mobile,GR
2023-08-22,770984,0.011,8480,2.06,17468.8,1.126,19669.869,Desktop,EG
2023-08-22,4389514,0.851,3735476,0.966,3608469.816,1.53,5520958.818,Desktop,ZA
2023-08-22,8405832,0.605,5085528,1.157,5883955.896,1.206,7096050.811,Mobile,RU
2023-08-22,5082879,0.557,2831163,1.522,4309030.086,1.17,5041565.201,Mobile,IT
2023-08-22,5651633,0.831,4696507,2.099,9857968.193,0.991,9769246.479,Mobile,IT
2023-08-22,2986323,0.402,1200501,0.318,381759.318,1.082,413063.582,Mobile,AR
2023-08-22,2255777,0.374,843660,1.919,1618983.54,1.244,2014015.524,Mobile,VN
2023-08-22,7996494,0.735,5877423,1.093,6424023.339,1.439,9244169.585,Mobile,US
2023-08-22,108794,0.781,84968,0.686,58288.048,1.529,89122.425,Mobile,DK
2023-08-22,861867,0.078,67225,0.936,62922.6,1.029,64747.355,Desktop,AE
2023-08-22,6424586,0.718,4612852,1.282,5913676.264,1.403,8296887.798,Mobile,MY
2023-08-22,5225416,0.505,2638835,1.758,4639071.93,1.14,5288542.0,Mobile,AE
2023-08-22,4251863,0.147,625023,0.657,410640.111,0.844,346580.254,Desktop,SA
2023-08-23,7896368,0.608,4800991,0.82,3936812.62,1.284,5054867.404,Mobile,MY
2023-08-23,9070992,0.676,6131990,1.208,7407443.92,1.115,8259299.971,Mobile,EG
2023-08-23,350766,0.925,324458,2.04,661894.32,1.137,752573.842,Mobile,IN
2023-08-23,3333982,0.556,1853693,0.164,304005.652,1.455,442328.224,Mobile,SE
2023-08-23,4521827,0.326,1474115,0.46,678092.9,1.09,739121.261,Mobile,JP
2023-08-23,6480466,0.056,362906,0.451,163670.606,0.78,127663.073,Desktop,TR
2023-08-23,5723123,0.104,595204,1.688,1004704.352,1.373,1379459.075,Mobile,KR
2023-08-23,3144785,0.381,1198163,0.698,836317.774,1.391,1163318.024,Mobile,TH
2023-08-23,9838543,0.373,3669776,1.361,4994565.136,1.033,5159385.785,Desktop,CA
2023-08-23,9501825,0.607,5767607,1.923,11091108.261,1.187,13165145.506,Mobile,PH
2023-08-23,7752400,0.661,5124336,0.126,645666.336,1.042,672784.322,Desktop,PL
2023-08-23,4184730,0.112,468689,0.622,291524.558,1.486,433205.493,Mobile,BE
2023-08-23,3606077,0.967,3487076,1.417,4941186.692,1.15,5682364.696,Mobile,ZA
2023-08-24,2279155,0.993,2263200,0.59,1335288.0,1.256,1677121.728,Mobile,DK
2023-08-24,1509020,0.622,938610,0.612,574429.32,0.858,492860.357,Mobile,DK
2023-08-24,6388969,0.282,1801689,1.43,2576415.27,0.849,2187376.564,Desktop,CH
2023-08-24,8096306,0.711,5756473,1.344,7736699.712,1.23,9516140.646,Desktop,CA
2023-08-24,9557672,0.027,258057,1.725,445148.325,1.061,472302.373,Desktop,NZ
2023-08-24,3455333,0.543,1876245,1.27,2382831.15,1.307,3114360.313,Desktop,FR
2023-08-24,5510980,0.23,1267525,0.974,1234569.35,1.402,1730866.229,Mobile,FI
2023-08-24,5500212,0.337,1853571,0.146,270621.366,1.534,415133.175,Mobile,KR
2023-08-24,7949229,0.416,3306879,0.645,2132936.955,1.05,2239583.803,Mobile,ZA
2023-08-24,2016216,0.413,832697,0.267,222330.099,0.867,192760.196,Desktop,FR
2023-08-24,6923156,0.771,5337753,0.333,1777471.749,1.526,2712421.889,Mobile,FI
2023-08-24,3349935,0.332,1112178,1.38,1534805.64,0.96,1473413.414,Mobile,VN
2023-08-24,4743823,0.498,2362423,0.867,2048220.741,0.763,1562792.425,Desktop,BE
2023-08-24,8554142,0.86,7356562,0.34,2501231.08,1.124,2811383.734,Desktop,RU
2023-08-25,8545748,0.587,5016354,1.891,9485925.414,1.335,12663710.428,Desktop,VN
2023-08-25,999252,0.811,810393,1.284,1040544.612,1.37,1425546.118,Mobile,FI
2023-08-25,7782025,0.528,4108909,0.653,2683117.577,1.335,3581961.965,Mobile,ES
2023-08-25,6825509,0.97,6620743,1.208,7997857.544,0.784,6270320.314,Desktop,MY
2023-08-25,5344122,0.873,4665418,1.508,7035450.344,1.123,7900810.736,Mobile,MX
2023-08-25,8422449,0.652,5491436,1.975,10845586.1,0.962,10433453.828,Mobile,IL
2023-08-25,3670565,0.36,1321403,1.382,1826178.946,1.378,2516474.588,Desktop,UK
2023-08-25,3681187,0.368,1354676,1.934,2619943.384,1.009,2643522.874,Mobile,AR
2023-08-25,3637237,0.611,2222351,2.191,4869171.041,0.836,4070626.99,Desktop,JP
2023-08-25,3870428,0.143,553471,2.203,1219296.613,1.293,1576550.521,Mobile,TH
2023-08-25,1393009,0.88,1225847,2.158,2645377.826,1.059,2801455.118,Mobile,NL
2023-08-25,9393938,0.535,5025756,2.123,10669679.988,1.527,16292601.342,Mobile,SA
2023-08-25,3643266,0.949,3457459,0.641,2216231.219,1.378,3053966.62,Mobile,UK
2023-08-25,4191889,0.708,2967857,0.95,2819464.15,1.208,3405912.693,Desktop,NO
2023-08-26,1286175,0.528,679100,2.054,1394871.4,1.079,1505066.241,Desktop,SA
2023-08-26,6295618,0.547,3443703,1.096,3774298.488,0.982,3706361.115,Mobile,DE
2023-08-26,7022517,0.038,266855,1.268,338372.14,0.883,298782.6,Desktop,JP
2023-08-26,2356931,0.356,839067,0.881,739218.027,1.451,1072605.357,Mobile,PT
2023-08-26,3397105,0.781,2653139,1.442,3825826.438,1.109,4242841.52,Desktop,TH
2023-08-26,8485069,0.461,3911616,0.762,2980651.392,0.945,2816715.565,Desktop,CA
2023-08-26,6375690,0.64,4080441,0.876,3574466.316,1.046,3738891.767,Mobile,ES
2023-08-26,3238552,0.537,1739102,1.211,2106052.522,1.231,2592550.655,Desktop,BR
2023-08-26,9749979,0.893,8706731,0.464,4039923.184,1.416,5720531.229,Mobile,NZ
2023-08-26,8555313,0.79,6758697,0.487,3291485.439,0.984,3238821.672,Desktop,PH
2023-08-26,839826,0.776,651704,2.165,1410939.16,1.043,1471609.544,Desktop,RU
2023-08-26,3304246,0.348,1149877,1.474,1694918.698,0.773,1310172.154,Desktop,CN
